pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
128,n<=128,sr<=15%,kvB<=1k,kp<=512,0.2534,2
128,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0756,2
128,n<=128,sr<=15%,kvB<=1k,kp=0,0.2374,2
128,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.1842,2
128,n<=128,sr<=15%,kvB<=4k,kp<=512,0.1886,2
128,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.2253,2
128,n<=128,sr<=15%,kvB<=4k,kp=0,0.199,2
128,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.1991,1
128,n<=128,sr<=40%,kvB<=1k,kp<=512,0.2147,1
128,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.2284,1
128,n<=128,sr<=40%,kvB<=1k,kp=0,0.2064,1
128,n<=128,sr<=40%,kvB<=4k,kp<=4k,0.0512,1
128,n<=128,sr<=40%,kvB<=4k,kp<=512,0.0745,1
128,n<=128,sr<=40%,kvB<=4k,kp<=8k,0.0324,1
128,n<=128,sr<=40%,kvB<=4k,kp=0,0.064,1
128,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.2608,4
128,n<=128,sr<=5%,kvB<=1k,kp<=512,0.2509,4
128,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.1518,4
128,n<=128,sr<=5%,kvB<=1k,kp=0,0.2653,4
128,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.2202,4
128,n<=128,sr<=5%,kvB<=4k,kp<=512,0.2124,4
128,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.2365,4
128,n<=128,sr<=5%,kvB<=4k,kp=0,0.2161,4
128,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.05,1
128,n<=128,sr<=70%,kvB<=1k,kp<=512,0.1112,1
128,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.2316,1
128,n<=128,sr<=70%,kvB<=1k,kp=0,0.1744,1
128,n<=128,sr<=70%,kvB<=4k,kp<=4k,0.0407,1
128,n<=128,sr<=70%,kvB<=4k,kp<=512,0.0184,1
128,n<=128,sr<=70%,kvB<=4k,kp<=8k,0.0197,1
128,n<=128,sr<=70%,kvB<=4k,kp=0,0.0156,1
128,n<=128,sr>70%,kvB<=1k,kp<=4k,0.5125,2
128,n<=128,sr>70%,kvB<=1k,kp<=512,0.7025,2
128,n<=128,sr>70%,kvB<=1k,kp<=8k,0.5055,2
128,n<=128,sr>70%,kvB<=1k,kp=0,0.592,2
128,n<=128,sr>70%,kvB<=4k,kp<=4k,0.3475,2
128,n<=128,sr>70%,kvB<=4k,kp<=512,0.3706,2
128,n<=128,sr>70%,kvB<=4k,kp<=8k,0.4139,2
128,n<=128,sr>70%,kvB<=4k,kp=0,0.3437,2
128,n<=16,sr<=15%,kvB<=1k,kp<=4k,-0.1546,1
128,n<=16,sr<=15%,kvB<=1k,kp<=512,0.5189,2
128,n<=16,sr<=15%,kvB<=1k,kp<=8k,-0.0091,1
128,n<=16,sr<=15%,kvB<=1k,kp=0,0.7903,2
128,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.3728,2
128,n<=16,sr<=15%,kvB<=4k,kp<=512,0.3978,2
128,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.12,2
128,n<=16,sr<=15%,kvB<=4k,kp=0,0.4107,2
128,n<=16,sr<=40%,kvB<=1k,kp<=4k,-0.0626,1
128,n<=16,sr<=40%,kvB<=1k,kp<=512,0.8846,2
128,n<=16,sr<=40%,kvB<=1k,kp<=8k,-0.0384,1
128,n<=16,sr<=40%,kvB<=1k,kp=0,0.8943,2
128,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.379,2
128,n<=16,sr<=40%,kvB<=4k,kp<=512,0.4173,2
128,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.5828,2
128,n<=16,sr<=40%,kvB<=4k,kp=0,0.4128,2
128,n<=16,sr<=70%,kvB<=1k,kp<=4k,1.1144,1
128,n<=16,sr<=70%,kvB<=1k,kp<=512,1.1643,1
128,n<=16,sr<=70%,kvB<=1k,kp=0,0.6764,1
128,n<=16,sr<=70%,kvB<=4k,kp<=4k,0.3655,1
128,n<=16,sr<=70%,kvB<=4k,kp<=512,0.2725,1
128,n<=16,sr<=70%,kvB<=4k,kp<=8k,-0.5951,1
128,n<=16,sr<=70%,kvB<=4k,kp=0,0.2746,1
128,n<=16,sr>70%,kvB<=1k,kp<=4k,2.3187,2
128,n<=16,sr>70%,kvB<=1k,kp<=512,1.2175,2
128,n<=16,sr>70%,kvB<=1k,kp<=8k,-0.0446,2
128,n<=16,sr>70%,kvB<=1k,kp=0,0.9937,2
128,n<=16,sr>70%,kvB<=4k,kp<=4k,0.2738,2
128,n<=16,sr>70%,kvB<=4k,kp<=512,0.2528,2
128,n<=16,sr>70%,kvB<=4k,kp<=8k,2.1917,1
128,n<=16,sr>70%,kvB<=4k,kp=0,0.1132,2
128,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.246,1
128,n<=2,sr<=70%,kvB<=1k,kp<=512,0.8265,1
128,n<=2,sr<=70%,kvB<=1k,kp<=8k,0.3408,1
128,n<=2,sr<=70%,kvB<=1k,kp=0,0.8608,1
128,n<=2,sr<=70%,kvB<=4k,kp<=4k,-3.1181,1
128,n<=2,sr<=70%,kvB<=4k,kp<=512,0.8392,1
128,n<=2,sr<=70%,kvB<=4k,kp=0,0.7344,1
1024,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.2515,2
1024,n<=128,sr<=15%,kvB<=1k,kp<=512,0.2765,2
1024,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0455,2
1024,n<=128,sr<=15%,kvB<=1k,kp=0,0.2531,2
1024,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.1714,2
1024,n<=128,sr<=15%,kvB<=4k,kp<=512,0.1722,2
1024,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.1432,2
1024,n<=128,sr<=15%,kvB<=4k,kp=0,0.1683,2
1024,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.2304,1
1024,n<=128,sr<=40%,kvB<=1k,kp<=512,0.2265,1
1024,n<=128,sr<=40%,kvB<=1k,kp<=8k,-0.039,1
1024,n<=128,sr<=40%,kvB<=1k,kp=0,0.2292,1
1024,n<=128,sr<=40%,kvB<=4k,kp<=4k,0.0427,1
1024,n<=128,sr<=40%,kvB<=4k,kp<=512,0.0516,1
1024,n<=128,sr<=40%,kvB<=4k,kp<=8k,0.0584,1
1024,n<=128,sr<=40%,kvB<=4k,kp=0,0.0465,1
1024,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.2655,4
1024,n<=128,sr<=5%,kvB<=1k,kp<=512,0.2602,4
1024,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.1971,4
1024,n<=128,sr<=5%,kvB<=1k,kp=0,0.2716,4
1024,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.2102,4
1024,n<=128,sr<=5%,kvB<=4k,kp<=512,0.2186,4
1024,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.2093,4
1024,n<=128,sr<=5%,kvB<=4k,kp=0,0.2121,4
1024,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.1599,1
1024,n<=128,sr<=70%,kvB<=1k,kp<=512,0.128,1
1024,n<=128,sr<=70%,kvB<=1k,kp<=8k,-0.1854,1
1024,n<=128,sr<=70%,kvB<=1k,kp=0,0.1382,1
1024,n<=128,sr<=70%,kvB<=4k,kp<=4k,0.0097,1
1024,n<=128,sr<=70%,kvB<=4k,kp<=512,0.0192,1
1024,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.032,1
1024,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0032,1
1024,n<=128,sr>70%,kvB<=1k,kp<=4k,0.5405,2
1024,n<=128,sr>70%,kvB<=1k,kp<=512,0.6496,2
1024,n<=128,sr>70%,kvB<=1k,kp<=8k,0.5465,2
1024,n<=128,sr>70%,kvB<=1k,kp=0,0.6022,2
1024,n<=128,sr>70%,kvB<=4k,kp<=4k,0.3484,2
1024,n<=128,sr>70%,kvB<=4k,kp<=512,0.3333,2
1024,n<=128,sr>70%,kvB<=4k,kp<=8k,0.4171,2
1024,n<=128,sr>70%,kvB<=4k,kp=0,0.3123,2
1024,n<=16,sr<=15%,kvB<=1k,kp<=4k,-0.1266,2
1024,n<=16,sr<=15%,kvB<=1k,kp<=512,0.2904,2
1024,n<=16,sr<=15%,kvB<=1k,kp=0,0.4278,2
1024,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.3317,2
1024,n<=16,sr<=15%,kvB<=4k,kp<=512,0.4028,2
1024,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.074,2
1024,n<=16,sr<=15%,kvB<=4k,kp=0,0.3573,2
1024,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.8796,2
1024,n<=16,sr<=40%,kvB<=1k,kp<=512,0.0347,1
1024,n<=16,sr<=40%,kvB<=1k,kp<=8k,-5.4,1
1024,n<=16,sr<=40%,kvB<=1k,kp=0,0.603,2
1024,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.3355,2
1024,n<=16,sr<=40%,kvB<=4k,kp<=512,0.3454,2
1024,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.0962,2
1024,n<=16,sr<=40%,kvB<=4k,kp=0,0.3543,2
1024,n<=16,sr<=70%,kvB<=1k,kp<=4k,1.5339,1
1024,n<=16,sr<=70%,kvB<=1k,kp<=512,1.0278,1
1024,n<=16,sr<=70%,kvB<=1k,kp=0,0.8468,1
1024,n<=16,sr<=70%,kvB<=4k,kp<=4k,0.2804,1
1024,n<=16,sr<=70%,kvB<=4k,kp<=512,0.209,1
1024,n<=16,sr<=70%,kvB<=4k,kp<=8k,-1.3883,1
1024,n<=16,sr<=70%,kvB<=4k,kp=0,0.3065,1
1024,n<=16,sr>70%,kvB<=1k,kp<=512,1.9164,2
1024,n<=16,sr>70%,kvB<=1k,kp=0,0.888,2
1024,n<=16,sr>70%,kvB<=4k,kp<=4k,0.042,2
1024,n<=16,sr>70%,kvB<=4k,kp<=512,0.1439,2
1024,n<=16,sr>70%,kvB<=4k,kp<=8k,-1.0604,2
1024,n<=16,sr>70%,kvB<=4k,kp=0,0.104,2
1024,n<=2,sr<=70%,kvB<=1k,kp<=4k,3.2756,1
1024,n<=2,sr<=70%,kvB<=1k,kp<=512,0.4421,1
1024,n<=2,sr<=70%,kvB<=1k,kp=0,1.0751,1
1024,n<=2,sr<=70%,kvB<=4k,kp<=512,-0.8229,1
1024,n<=2,sr<=70%,kvB<=4k,kp<=8k,1.457,1
1024,n<=2,sr<=70%,kvB<=4k,kp=0,0.3813,1
2048,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.1277,2
2048,n<=128,sr<=15%,kvB<=1k,kp<=512,0.2311,2
2048,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0853,2
2048,n<=128,sr<=15%,kvB<=1k,kp=0,0.2557,2
2048,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.1478,2
2048,n<=128,sr<=15%,kvB<=4k,kp<=512,0.171,2
2048,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.1614,2
2048,n<=128,sr<=15%,kvB<=4k,kp=0,0.1763,2
2048,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.0085,1
2048,n<=128,sr<=40%,kvB<=1k,kp<=512,0.1876,1
2048,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0904,1
2048,n<=128,sr<=40%,kvB<=1k,kp=0,0.1505,1
2048,n<=128,sr<=40%,kvB<=4k,kp<=4k,0.0086,1
2048,n<=128,sr<=40%,kvB<=4k,kp<=512,0.0454,1
2048,n<=128,sr<=40%,kvB<=4k,kp<=8k,0.0335,1
2048,n<=128,sr<=40%,kvB<=4k,kp=0,0.056,1
2048,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.107,4
2048,n<=128,sr<=5%,kvB<=1k,kp<=512,0.2688,4
2048,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0578,4
2048,n<=128,sr<=5%,kvB<=1k,kp=0,0.2473,4
2048,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.2171,4
2048,n<=128,sr<=5%,kvB<=4k,kp<=512,0.2146,4
2048,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.2114,4
2048,n<=128,sr<=5%,kvB<=4k,kp=0,0.2122,4
2048,n<=128,sr<=70%,kvB<=1k,kp<=4k,-0.2452,1
2048,n<=128,sr<=70%,kvB<=1k,kp<=512,0.3211,1
2048,n<=128,sr<=70%,kvB<=1k,kp<=8k,-0.347,1
2048,n<=128,sr<=70%,kvB<=1k,kp=0,0.0679,1
2048,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0055,1
2048,n<=128,sr<=70%,kvB<=4k,kp<=512,0.0393,1
2048,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0192,1
2048,n<=128,sr<=70%,kvB<=4k,kp=0,0.005,1
2048,n<=128,sr>70%,kvB<=1k,kp<=4k,-0.0526,2
2048,n<=128,sr>70%,kvB<=1k,kp<=512,0.7102,2
2048,n<=128,sr>70%,kvB<=1k,kp<=8k,-0.0692,2
2048,n<=128,sr>70%,kvB<=1k,kp=0,0.7174,2
2048,n<=128,sr>70%,kvB<=4k,kp<=4k,0.2753,2
2048,n<=128,sr>70%,kvB<=4k,kp<=512,0.3379,2
2048,n<=128,sr>70%,kvB<=4k,kp<=8k,0.4593,2
2048,n<=128,sr>70%,kvB<=4k,kp=0,0.338,2
2048,n<=16,sr<=15%,kvB<=1k,kp<=512,0.2402,2
2048,n<=16,sr<=15%,kvB<=1k,kp=0,0.7817,2
2048,n<=16,sr<=15%,kvB<=4k,kp<=4k,-0.0047,2
2048,n<=16,sr<=15%,kvB<=4k,kp<=512,0.3405,2
2048,n<=16,sr<=15%,kvB<=4k,kp<=8k,-0.1155,2
2048,n<=16,sr<=15%,kvB<=4k,kp=0,0.3019,2
2048,n<=16,sr<=40%,kvB<=1k,kp<=512,-0.2095,1
2048,n<=16,sr<=40%,kvB<=1k,kp<=8k,-1.8511,1
2048,n<=16,sr<=40%,kvB<=1k,kp=0,0.8528,2
2048,n<=16,sr<=40%,kvB<=4k,kp<=4k,-0.169,2
2048,n<=16,sr<=40%,kvB<=4k,kp<=512,0.3117,2
2048,n<=16,sr<=40%,kvB<=4k,kp<=8k,-0.1653,2
2048,n<=16,sr<=40%,kvB<=4k,kp=0,0.2853,2
2048,n<=16,sr<=70%,kvB<=1k,kp<=4k,1.1674,1
2048,n<=16,sr<=70%,kvB<=1k,kp<=512,1.3937,1
2048,n<=16,sr<=70%,kvB<=1k,kp<=8k,1.7838,1
2048,n<=16,sr<=70%,kvB<=1k,kp=0,0.7826,1
2048,n<=16,sr<=70%,kvB<=4k,kp<=4k,-0.6288,1
2048,n<=16,sr<=70%,kvB<=4k,kp<=512,0.1444,1
2048,n<=16,sr<=70%,kvB<=4k,kp<=8k,-0.2508,1
2048,n<=16,sr<=70%,kvB<=4k,kp=0,0.2103,1
2048,n<=16,sr>70%,kvB<=1k,kp<=4k,1.94,2
2048,n<=16,sr>70%,kvB<=1k,kp<=512,3.7405,1
2048,n<=16,sr>70%,kvB<=1k,kp<=8k,1.1034,1
2048,n<=16,sr>70%,kvB<=1k,kp=0,0.9021,1
2048,n<=16,sr>70%,kvB<=4k,kp<=4k,-1.1316,2
2048,n<=16,sr>70%,kvB<=4k,kp<=512,0.1691,2
2048,n<=16,sr>70%,kvB<=4k,kp<=8k,-2.3772,2
2048,n<=16,sr>70%,kvB<=4k,kp=0,0.0042,2
2048,n<=2,sr<=70%,kvB<=1k,kp<=512,2.1722,1
2048,n<=2,sr<=70%,kvB<=1k,kp<=8k,1.1726,1
2048,n<=2,sr<=70%,kvB<=1k,kp=0,1.7421,1
2048,n<=2,sr<=70%,kvB<=4k,kp<=4k,-0.646,1
2048,n<=2,sr<=70%,kvB<=4k,kp<=512,1.1321,1
2048,n<=2,sr<=70%,kvB<=4k,kp<=8k,0.3143,1
2048,n<=2,sr<=70%,kvB<=4k,kp=0,0.7003,1
