regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,128,1,0.0078,4.0,2048,4096,1024,4096,1048,337.376,440.8,375.617,0.3697
mixed,128,1,0.0078,4.0,2048,8192,128,512,131,479.839,497.567,480.066,0.0128
mixed,128,1,0.0078,4.0,2048,8192,1024,4096,1048,514.718,612.895,548.831,0.3475
pure,128,2,0.0156,4.0,0,0,128,512,134,30.625,45.505,36.481,0.3935
pure,128,2,0.0156,4.0,0,0,1024,4096,1072,66.272,159.041,103.871,0.4053
mixed,128,2,0.0156,4.0,16,0,128,512,134,50.975,66.178,57.759,0.4462
mixed,128,2,0.0156,4.0,16,0,1024,4096,1072,86.432,178.913,125.281,0.4201
mixed,128,2,0.0156,4.0,16,512,128,512,134,69.121,83.552,75.423,0.4367
mixed,128,2,0.0156,4.0,16,512,1024,4096,1072,103.745,196.255,143.296,0.4275
mixed,128,2,0.0156,4.0,16,4096,128,512,134,193.887,207.168,201.12,0.5446
mixed,128,2,0.0156,4.0,16,4096,1024,4096,1072,227.966,321.024,267.425,0.424
mixed,128,2,0.0156,4.0,16,8192,128,512,134,346.624,356.959,350.016,0.3282
mixed,128,2,0.0156,4.0,16,8192,1024,4096,1072,376.065,466.272,418.173,0.4668
mixed,128,2,0.0156,4.0,128,0,128,512,134,53.504,69.505,59.68,0.386
mixed,128,2,0.0156,4.0,128,0,1024,4096,1072,89.472,183.36,129.504,0.4264
mixed,128,2,0.0156,4.0,128,512,128,512,134,70.815,86.207,77.441,0.4305
mixed,128,2,0.0156,4.0,128,512,1024,4096,1072,107.044,199.902,145.76,0.4169
mixed,128,2,0.0156,4.0,128,4096,128,512,134,195.648,210.656,201.346,0.3797
mixed,128,2,0.0156,4.0,128,4096,1024,4096,1072,230.913,324.768,269.151,0.4074
mixed,128,2,0.0156,4.0,128,8192,128,512,134,342.849,358.975,347.936,0.3155
mixed,128,2,0.0156,4.0,128,8192,1024,4096,1072,378.719,475.295,415.359,0.3794
mixed,128,2,0.0156,4.0,1024,0,128,512,134,92.035,107.904,98.368,0.3991
mixed,128,2,0.0156,4.0,1024,0,1024,4096,1072,128.384,226.719,168.126,0.4041
mixed,128,2,0.0156,4.0,1024,512,128,512,134,111.328,127.838,117.121,0.3509
mixed,128,2,0.0156,4.0,1024,512,1024,4096,1072,146.657,246.622,187.199,0.4056
mixed,128,2,0.0156,4.0,1024,4096,128,512,134,243.967,259.808,249.759,0.3656
mixed,128,2,0.0156,4.0,1024,4096,1024,4096,1072,279.455,378.589,318.017,0.389
mixed,128,2,0.0156,4.0,1024,8192,128,512,134,411.678,424.672,412.673,0.0766
mixed,128,2,0.0156,4.0,1024,8192,1024,4096,1072,442.623,544.319,483.041,0.3974
mixed,128,2,0.0156,4.0,2048,0,128,512,134,139.358,154.914,144.705,0.3437
mixed,128,2,0.0156,4.0,2048,0,1024,4096,1072,174.561,279.008,214.24,0.3799
mixed,128,2,0.0156,4.0,2048,512,128,512,134,159.904,176.448,166.016,0.3694
mixed,128,2,0.0156,4.0,2048,512,1024,4096,1072,197.215,301.441,233.888,0.3519
mixed,128,2,0.0156,4.0,2048,4096,128,512,134,302.049,318.174,308.992,0.4306
mixed,128,2,0.0156,4.0,2048,4096,1024,4096,1072,338.401,440.446,377.631,0.3844
mixed,128,2,0.0156,4.0,2048,8192,128,512,134,481.567,499.839,481.728,0.0088
mixed,128,2,0.0156,4.0,2048,8192,1024,4096,1072,516.766,614.207,550.079,0.3419
pure,128,3,0.0234,4.0,0,0,128,512,137,30.912,45.792,36.737,0.3915
pure,128,3,0.0234,4.0,0,0,1024,4096,1096,67.328,159.712,105.472,0.4129
mixed,128,3,0.0234,4.0,16,0,128,512,137,52.16,65.698,57.664,0.4066
mixed,128,3,0.0234,4.0,16,0,1024,4096,1096,86.657,179.52,126.047,0.4242
mixed,128,3,0.0234,4.0,16,512,128,512,137,69.281,83.904,75.84,0.4485
mixed,128,3,0.0234,4.0,16,512,1024,4096,1096,104.0,195.902,143.584,0.4307
mixed,128,3,0.0234,4.0,16,4096,128,512,137,193.6,207.839,199.458,0.4114
mixed,128,3,0.0234,4.0,16,4096,1024,4096,1096,228.577,320.544,268.192,0.4308
mixed,128,3,0.0234,4.0,16,8192,128,512,137,346.878,362.435,349.503,0.1687
mixed,128,3,0.0234,4.0,16,8192,1024,4096,1096,376.384,471.679,417.535,0.4318
mixed,128,3,0.0234,4.0,128,0,128,512,137,53.216,69.377,60.063,0.4237
mixed,128,3,0.0234,4.0,128,0,1024,4096,1096,89.919,182.974,127.776,0.4068
mixed,128,3,0.0234,4.0,128,512,128,512,137,70.56,86.945,77.793,0.4414
mixed,128,3,0.0234,4.0,128,512,1024,4096,1096,106.879,200.255,144.705,0.4051
mixed,128,3,0.0234,4.0,128,4096,128,512,137,195.712,210.559,202.08,0.4289
mixed,128,3,0.0234,4.0,128,4096,1024,4096,1096,230.847,324.959,268.577,0.4009
mixed,128,3,0.0234,4.0,128,8192,128,512,137,349.536,367.645,348.352,-0.0654
mixed,128,3,0.0234,4.0,128,8192,1024,4096,1096,379.518,471.489,420.894,0.4499
mixed,128,3,0.0234,4.0,1024,0,128,512,137,91.646,108.16,98.143,0.3934
mixed,128,3,0.0234,4.0,1024,0,1024,4096,1096,128.448,227.457,169.888,0.4185
mixed,128,3,0.0234,4.0,1024,512,128,512,137,111.102,127.007,117.568,0.4065
mixed,128,3,0.0234,4.0,1024,512,1024,4096,1096,147.553,246.688,186.528,0.3932
mixed,128,3,0.0234,4.0,1024,4096,128,512,137,243.937,259.358,250.688,0.4378
mixed,128,3,0.0234,4.0,1024,4096,1024,4096,1096,280.382,378.271,317.697,0.3812
mixed,128,3,0.0234,4.0,1024,8192,128,512,137,407.615,425.151,409.728,0.1205
mixed,128,3,0.0234,4.0,1024,8192,1024,4096,1096,447.551,539.488,485.119,0.4086
mixed,128,3,0.0234,4.0,2048,0,128,512,137,139.487,154.946,145.567,0.3933
mixed,128,3,0.0234,4.0,2048,0,1024,4096,1096,175.81,279.329,214.015,0.3691
mixed,128,3,0.0234,4.0,2048,512,128,512,137,160.286,175.968,165.792,0.3511
mixed,128,3,0.0234,4.0,2048,512,1024,4096,1096,197.119,300.576,233.824,0.3548
mixed,128,3,0.0234,4.0,2048,4096,128,512,137,302.717,318.336,309.053,0.4057
mixed,128,3,0.0234,4.0,2048,4096,1024,4096,1096,339.136,442.367,378.207,0.3785
mixed,128,3,0.0234,4.0,2048,8192,128,512,137,482.014,501.695,483.2,0.0603
mixed,128,3,0.0234,4.0,2048,8192,1024,4096,1096,513.216,613.887,552.833,0.3935
pure,128,4,0.0312,4.0,0,0,128,512,140,30.88,45.793,36.672,0.3884
pure,128,4,0.0312,4.0,0,0,1024,4096,1120,66.911,159.488,106.271,0.4252
mixed,128,4,0.0312,4.0,16,0,128,512,140,51.039,65.536,57.567,0.4503
mixed,128,4,0.0312,4.0,16,0,1024,4096,1120,87.326,178.752,125.569,0.4183
mixed,128,4,0.0312,4.0,16,512,128,512,140,69.858,83.839,75.424,0.3981
mixed,128,4,0.0312,4.0,16,512,1024,4096,1120,104.895,198.526,144.257,0.4204
mixed,128,4,0.0312,4.0,16,4096,128,512,140,193.534,208.0,199.968,0.4448
mixed,128,4,0.0312,4.0,16,4096,1024,4096,1120,228.703,320.321,267.97,0.4286
mixed,128,4,0.0312,4.0,16,8192,128,512,140,341.277,356.062,345.408,0.2794
mixed,128,4,0.0312,4.0,16,8192,1024,4096,1120,376.991,470.334,418.719,0.447
mixed,128,4,0.0312,4.0,128,0,128,512,140,53.598,69.282,59.455,0.3734
mixed,128,4,0.0312,4.0,128,0,1024,4096,1120,90.945,182.814,129.439,0.419
mixed,128,4,0.0312,4.0,128,512,128,512,140,70.624,86.466,77.025,0.4041
mixed,128,4,0.0312,4.0,128,512,1024,4096,1120,107.199,200.03,145.631,0.414
mixed,128,4,0.0312,4.0,128,4096,128,512,140,194.784,212.095,202.048,0.4196
mixed,128,4,0.0312,4.0,128,4096,1024,4096,1120,232.863,325.919,270.784,0.4075
mixed,128,4,0.0312,4.0,128,8192,128,512,140,348.706,361.086,348.095,-0.0494
mixed,128,4,0.0312,4.0,128,8192,1024,4096,1120,374.399,470.11,416.414,0.439
mixed,128,4,0.0312,4.0,1024,0,128,512,140,92.095,108.385,98.144,0.3713
mixed,128,4,0.0312,4.0,1024,0,1024,4096,1120,129.822,227.644,166.752,0.3775
mixed,128,4,0.0312,4.0,1024,512,128,512,140,110.561,127.873,117.631,0.4084
mixed,128,4,0.0312,4.0,1024,512,1024,4096,1120,147.583,246.56,187.585,0.4042
mixed,128,4,0.0312,4.0,1024,4096,128,512,140,243.744,260.639,251.488,0.4584
mixed,128,4,0.0312,4.0,1024,4096,1024,4096,1120,281.183,379.679,320.576,0.3999
mixed,128,4,0.0312,4.0,1024,8192,128,512,140,407.774,431.711,415.004,0.302
mixed,128,4,0.0312,4.0,1024,8192,1024,4096,1120,451.617,541.439,485.597,0.3783
mixed,128,4,0.0312,4.0,2048,0,128,512,140,139.072,155.168,145.439,0.3956
mixed,128,4,0.0312,4.0,2048,0,1024,4096,1120,177.151,280.799,214.943,0.3646
mixed,128,4,0.0312,4.0,2048,512,128,512,140,160.097,176.287,166.076,0.3693
mixed,128,4,0.0312,4.0,2048,512,1024,4096,1120,198.144,300.227,235.328,0.3643
mixed,128,4,0.0312,4.0,2048,4096,128,512,140,304.128,319.199,309.952,0.3864
mixed,128,4,0.0312,4.0,2048,4096,1024,4096,1120,340.316,441.984,378.656,0.3771
mixed,128,4,0.0312,4.0,2048,8192,128,512,140,483.072,493.822,485.12,0.1905
mixed,128,4,0.0312,4.0,2048,8192,1024,4096,1120,519.105,614.529,554.207,0.3679
pure,128,8,0.0625,4.0,0,0,128,512,152,30.88,45.665,37.184,0.4264
pure,128,8,0.0625,4.0,0,0,1024,4096,1216,71.231,158.752,106.142,0.3989
mixed,128,8,0.0625,4.0,16,0,128,512,152,51.615,66.017,58.528,0.48
mixed,128,8,0.0625,4.0,16,0,1024,4096,1216,89.857,178.942,126.338,0.4095
mixed,128,8,0.0625,4.0,16,512,128,512,152,69.313,83.646,75.647,0.4419
mixed,128,8,0.0625,4.0,16,512,1024,4096,1216,107.393,196.992,144.512,0.4143
mixed,128,8,0.0625,4.0,16,4096,128,512,152,193.312,208.386,200.35,0.4669
mixed,128,8,0.0625,4.0,16,4096,1024,4096,1216,232.412,321.598,267.552,0.394
mixed,128,8,0.0625,4.0,16,8192,128,512,152,340.768,363.552,351.295,0.462
mixed,128,8,0.0625,4.0,16,8192,1024,4096,1216,383.842,471.295,419.934,0.4127
mixed,128,8,0.0625,4.0,128,0,128,512,152,53.759,68.737,60.768,0.468
mixed,128,8,0.0625,4.0,128,0,1024,4096,1216,92.674,183.36,129.761,0.409
mixed,128,8,0.0625,4.0,128,512,128,512,152,71.167,85.984,78.144,0.4709
mixed,128,8,0.0625,4.0,128,512,1024,4096,1216,110.561,200.353,147.587,0.4124
mixed,128,8,0.0625,4.0,128,4096,128,512,152,195.553,211.518,203.391,0.4909
mixed,128,8,0.0625,4.0,128,4096,1024,4096,1216,235.648,324.862,270.559,0.3913
mixed,128,8,0.0625,4.0,128,8192,128,512,152,344.384,359.391,353.662,0.6182
mixed,128,8,0.0625,4.0,128,8192,1024,4096,1216,382.719,471.296,422.686,0.4512
mixed,128,8,0.0625,4.0,1024,0,128,512,152,92.0,108.736,98.464,0.3862
mixed,128,8,0.0625,4.0,1024,0,1024,4096,1216,132.671,226.783,169.057,0.3866
mixed,128,8,0.0625,4.0,1024,512,128,512,152,110.849,127.263,117.664,0.4152
mixed,128,8,0.0625,4.0,1024,512,1024,4096,1216,151.391,246.751,188.031,0.3842
mixed,128,8,0.0625,4.0,1024,4096,128,512,152,244.289,259.871,249.952,0.3634
mixed,128,8,0.0625,4.0,1024,4096,1024,4096,1216,284.512,379.582,320.065,0.374
mixed,128,8,0.0625,4.0,1024,8192,128,512,152,413.247,427.007,412.319,-0.0674
mixed,128,8,0.0625,4.0,1024,8192,1024,4096,1216,448.671,543.647,486.622,0.3996
mixed,128,8,0.0625,4.0,2048,0,128,512,152,139.712,154.625,146.783,0.4742
mixed,128,8,0.0625,4.0,2048,0,1024,4096,1216,180.224,279.647,217.056,0.3705
mixed,128,8,0.0625,4.0,2048,512,128,512,152,160.894,174.88,166.559,0.405
mixed,128,8,0.0625,4.0,2048,512,1024,4096,1216,200.48,301.665,237.474,0.3656
mixed,128,8,0.0625,4.0,2048,4096,128,512,152,303.488,319.775,310.24,0.4146
mixed,128,8,0.0625,4.0,2048,4096,1024,4096,1216,343.871,447.233,379.167,0.3415
mixed,128,8,0.0625,4.0,2048,8192,128,512,152,483.776,503.873,480.991,-0.1386
mixed,128,8,0.0625,4.0,2048,8192,1024,4096,1216,523.584,615.902,554.562,0.3356
pure,128,16,0.125,4.0,0,0,128,512,176,31.841,45.887,37.632,0.4123
pure,128,16,0.125,4.0,0,0,1024,4096,1408,77.632,158.591,106.912,0.3617
mixed,128,16,0.125,4.0,16,0,128,512,176,51.968,65.407,58.689,0.5001
mixed,128,16,0.125,4.0,16,0,1024,4096,1408,97.602,180.321,128.96,0.3791
mixed,128,16,0.125,4.0,16,512,128,512,176,69.982,83.359,76.223,0.4665
mixed,128,16,0.125,4.0,16,512,1024,4096,1408,114.656,197.184,145.283,0.3711
mixed,128,16,0.125,4.0,16,4096,128,512,176,193.887,208.257,200.415,0.4543
mixed,128,16,0.125,4.0,16,4096,1024,4096,1408,239.232,320.413,269.855,0.3772
mixed,128,16,0.125,4.0,16,8192,128,512,176,347.486,363.296,346.911,-0.0364
mixed,128,16,0.125,4.0,16,8192,1024,4096,1408,391.137,468.447,414.847,0.3067
mixed,128,16,0.125,4.0,128,0,128,512,176,54.271,69.379,60.962,0.4429
mixed,128,16,0.125,4.0,128,0,1024,4096,1408,99.809,183.488,131.745,0.3816
mixed,128,16,0.125,4.0,128,512,128,512,176,72.256,86.654,77.857,0.389
mixed,128,16,0.125,4.0,128,512,1024,4096,1408,117.6,200.159,148.353,0.3725
mixed,128,16,0.125,4.0,128,4096,128,512,176,196.639,210.978,201.921,0.3684
mixed,128,16,0.125,4.0,128,4096,1024,4096,1408,241.568,324.031,272.609,0.3764
mixed,128,16,0.125,4.0,128,8192,128,512,176,349.855,366.433,358.398,0.5153
mixed,128,16,0.125,4.0,128,8192,1024,4096,1408,389.12,475.393,414.782,0.2975
mixed,128,16,0.125,4.0,1024,0,128,512,176,93.278,108.35,98.622,0.3546
mixed,128,16,0.125,4.0,1024,0,1024,4096,1408,141.505,226.462,171.68,0.3552
mixed,128,16,0.125,4.0,1024,512,128,512,176,111.839,126.944,117.921,0.4026
mixed,128,16,0.125,4.0,1024,512,1024,4096,1408,157.919,245.025,191.231,0.3824
mixed,128,16,0.125,4.0,1024,4096,128,512,176,245.76,260.607,251.264,0.3707
mixed,128,16,0.125,4.0,1024,4096,1024,4096,1408,291.84,380.03,324.481,0.3701
mixed,128,16,0.125,4.0,1024,8192,128,512,176,409.761,425.728,417.726,0.4988
mixed,128,16,0.125,4.0,1024,8192,1024,4096,1408,453.856,540.798,485.631,0.3655
mixed,128,16,0.125,4.0,2048,0,128,512,176,140.479,156.287,146.528,0.3827
mixed,128,16,0.125,4.0,2048,0,1024,4096,1408,187.712,278.399,218.689,0.3416
mixed,128,16,0.125,4.0,2048,512,128,512,176,160.993,175.453,167.166,0.4269
mixed,128,16,0.125,4.0,2048,512,1024,4096,1408,208.225,300.192,239.423,0.3392
mixed,128,16,0.125,4.0,2048,4096,128,512,176,304.159,319.551,311.23,0.4594
mixed,128,16,0.125,4.0,2048,4096,1024,4096,1408,350.493,442.528,383.006,0.3533
mixed,128,16,0.125,4.0,2048,8192,128,512,176,483.072,501.953,486.082,0.1594
mixed,128,16,0.125,4.0,2048,8192,1024,4096,1408,531.298,616.256,558.399,0.319
pure,128,32,0.25,4.0,0,0,128,512,224,32.991,45.346,38.559,0.4507
pure,128,32,0.25,4.0,0,0,1024,4096,1792,89.664,158.751,110.208,0.2974
mixed,128,32,0.25,4.0,16,0,128,512,224,53.44,66.239,58.528,0.3975
mixed,128,32,0.25,4.0,16,0,1024,4096,1792,110.784,179.584,131.776,0.3051
mixed,128,32,0.25,4.0,16,512,128,512,224,71.615,83.263,76.99,0.4615
mixed,128,32,0.25,4.0,16,512,1024,4096,1792,128.127,195.808,148.385,0.2993
mixed,128,32,0.25,4.0,16,4096,128,512,224,195.007,207.233,200.449,0.4451
mixed,128,32,0.25,4.0,16,4096,1024,4096,1792,251.998,320.672,272.961,0.3053
mixed,128,32,0.25,4.0,16,8192,128,512,224,348.767,362.785,347.52,-0.089
mixed,128,32,0.25,4.0,16,8192,1024,4096,1792,399.937,467.839,421.632,0.3195
mixed,128,32,0.25,4.0,128,0,128,512,224,55.71,69.695,61.087,0.3845
mixed,128,32,0.25,4.0,128,0,1024,4096,1792,113.792,183.488,134.464,0.2966
mixed,128,32,0.25,4.0,128,512,128,512,224,73.823,86.239,78.623,0.3866
mixed,128,32,0.25,4.0,128,512,1024,4096,1792,131.136,201.503,152.033,0.297
mixed,128,32,0.25,4.0,128,4096,128,512,224,197.312,210.785,203.87,0.4868
mixed,128,32,0.25,4.0,128,4096,1024,4096,1792,255.551,325.119,276.512,0.3013
mixed,128,32,0.25,4.0,128,8192,128,512,224,351.648,360.221,354.462,0.3282
mixed,128,32,0.25,4.0,128,8192,1024,4096,1792,407.072,474.977,421.695,0.2153
mixed,128,32,0.25,4.0,1024,0,128,512,224,94.719,108.48,100.319,0.4069
mixed,128,32,0.25,4.0,1024,0,1024,4096,1792,154.017,226.625,176.766,0.3133
mixed,128,32,0.25,4.0,1024,512,128,512,224,113.602,127.295,119.261,0.4133
mixed,128,32,0.25,4.0,1024,512,1024,4096,1792,174.752,246.72,195.873,0.2935
mixed,128,32,0.25,4.0,1024,4096,128,512,224,247.424,260.319,252.541,0.3968
mixed,128,32,0.25,4.0,1024,4096,1024,4096,1792,306.624,381.119,328.703,0.2964
mixed,128,32,0.25,4.0,1024,8192,128,512,224,415.55,432.318,413.054,-0.1489
mixed,128,32,0.25,4.0,1024,8192,1024,4096,1792,464.737,544.51,489.631,0.3121
mixed,128,32,0.25,4.0,2048,0,128,512,224,142.078,155.583,147.04,0.3674
mixed,128,32,0.25,4.0,2048,0,1024,4096,1792,202.816,278.463,226.784,0.3168
mixed,128,32,0.25,4.0,2048,512,128,512,224,163.328,175.393,167.328,0.3315
mixed,128,32,0.25,4.0,2048,512,1024,4096,1792,223.263,301.408,245.505,0.2846
mixed,128,32,0.25,4.0,2048,4096,128,512,224,306.752,320.383,311.904,0.378
mixed,128,32,0.25,4.0,2048,4096,1024,4096,1792,366.047,443.423,388.158,0.2858
mixed,128,32,0.25,4.0,2048,8192,128,512,224,486.047,501.791,486.205,0.01
mixed,128,32,0.25,4.0,2048,8192,1024,4096,1792,543.232,617.343,562.815,0.2642
pure,128,64,0.5,4.0,0,0,128,512,320,37.727,46.209,40.192,0.2906
pure,128,64,0.5,4.0,0,0,1024,4096,2560,112.578,159.743,120.543,0.1689
mixed,128,64,0.5,4.0,16,0,128,512,320,58.432,66.209,60.416,0.2551
mixed,128,64,0.5,4.0,16,0,1024,4096,2560,132.703,178.849,141.471,0.19
mixed,128,64,0.5,4.0,16,512,128,512,320,76.032,83.616,78.402,0.3125
mixed,128,64,0.5,4.0,16,512,1024,4096,2560,150.56,197.185,159.01,0.1812
mixed,128,64,0.5,4.0,16,4096,128,512,320,200.64,207.521,202.24,0.2325
mixed,128,64,0.5,4.0,16,4096,1024,4096,2560,274.431,322.08,282.527,0.1699
mixed,128,64,0.5,4.0,16,8192,128,512,320,349.15,356.926,352.384,0.4159
mixed,128,64,0.5,4.0,16,8192,1024,4096,2560,425.793,472.031,428.417,0.0567
mixed,128,64,0.5,4.0,128,0,128,512,320,61.12,69.088,63.202,0.2613
mixed,128,64,0.5,4.0,128,0,1024,4096,2560,136.001,181.92,145.663,0.2104
mixed,128,64,0.5,4.0,128,512,128,512,320,78.624,86.272,80.159,0.2007
mixed,128,64,0.5,4.0,128,512,1024,4096,2560,153.694,199.489,162.561,0.1936
mixed,128,64,0.5,4.0,128,4096,128,512,320,202.27,210.465,204.865,0.3167
mixed,128,64,0.5,4.0,128,4096,1024,4096,2560,278.208,326.848,287.264,0.1862
mixed,128,64,0.5,4.0,128,8192,128,512,320,352.543,366.239,355.071,0.1846
mixed,128,64,0.5,4.0,128,8192,1024,4096,2560,428.223,470.333,432.736,0.1072
mixed,128,64,0.5,4.0,1024,0,128,512,320,100.288,107.745,102.56,0.3047
mixed,128,64,0.5,4.0,1024,0,1024,4096,2560,179.774,227.617,187.616,0.1639
mixed,128,64,0.5,4.0,1024,512,128,512,320,119.103,128.222,121.535,0.2667
mixed,128,64,0.5,4.0,1024,512,1024,4096,2560,198.272,245.598,206.943,0.1832
mixed,128,64,0.5,4.0,1024,4096,128,512,320,252.0,259.935,254.815,0.3548
mixed,128,64,0.5,4.0,1024,4096,1024,4096,2560,331.71,379.391,339.36,0.1604
mixed,128,64,0.5,4.0,1024,8192,128,512,320,418.208,433.662,418.302,0.0061
mixed,128,64,0.5,4.0,1024,8192,1024,4096,2560,493.534,542.623,503.168,0.1963
mixed,128,64,0.5,4.0,2048,0,128,512,320,147.616,155.135,149.759,0.285
mixed,128,64,0.5,4.0,2048,0,1024,4096,2560,229.633,279.07,237.566,0.1605
mixed,128,64,0.5,4.0,2048,512,128,512,320,167.97,175.841,170.463,0.3167
mixed,128,64,0.5,4.0,2048,512,1024,4096,2560,249.279,300.509,259.2,0.1937
mixed,128,64,0.5,4.0,2048,4096,128,512,320,312.38,319.52,314.047,0.2335
mixed,128,64,0.5,4.0,2048,4096,1024,4096,2560,392.863,443.2,400.991,0.1615
mixed,128,64,0.5,4.0,2048,8192,128,512,320,487.038,502.911,487.263,0.0142
mixed,128,64,0.5,4.0,2048,8192,1024,4096,2560,567.359,614.689,573.438,0.1284
pure,128,96,0.75,4.0,0,0,128,512,416,39.775,45.857,42.304,0.4158
pure,128,96,0.75,4.0,0,0,1024,4096,3328,137.054,159.936,137.76,0.0309
mixed,128,96,0.75,4.0,16,0,128,512,416,59.968,66.211,62.975,0.4817
mixed,128,96,0.75,4.0,16,0,1024,4096,3328,158.559,179.2,158.272,-0.0139
mixed,128,96,0.75,4.0,16,512,128,512,416,77.791,83.295,80.705,0.5294
mixed,128,96,0.75,4.0,16,512,1024,4096,3328,173.983,197.406,177.216,0.138
mixed,128,96,0.75,4.0,16,4096,128,512,416,202.72,208.575,205.055,0.3988
mixed,128,96,0.75,4.0,16,4096,1024,4096,3328,297.6,320.767,298.657,0.0456
mixed,128,96,0.75,4.0,16,8192,128,512,416,358.622,349.792,351.039,
mixed,128,96,0.75,4.0,16,8192,1024,4096,3328,449.758,464.096,445.472,-0.2989
mixed,128,96,0.75,4.0,128,0,128,512,416,62.657,68.706,65.761,0.5131
mixed,128,96,0.75,4.0,128,0,1024,4096,3328,160.159,183.329,162.848,0.1161
mixed,128,96,0.75,4.0,128,512,128,512,416,80.512,86.176,82.782,0.4008
mixed,128,96,0.75,4.0,128,512,1024,4096,3328,177.088,199.199,179.806,0.1229
mixed,128,96,0.75,4.0,128,4096,128,512,416,204.992,211.137,207.713,0.4428
mixed,128,96,0.75,4.0,128,4096,1024,4096,3328,301.759,325.31,304.032,0.0965
mixed,128,96,0.75,4.0,128,8192,128,512,416,354.719,353.855,357.152,
mixed,128,96,0.75,4.0,128,8192,1024,4096,3328,451.551,471.871,453.375,0.0898
mixed,128,96,0.75,4.0,1024,0,128,512,416,102.847,108.032,105.856,0.5803
mixed,128,96,0.75,4.0,1024,0,1024,4096,3328,203.487,227.36,206.432,0.1234
mixed,128,96,0.75,4.0,1024,512,128,512,416,121.665,127.104,124.192,0.4646
mixed,128,96,0.75,4.0,1024,512,1024,4096,3328,222.177,245.728,226.045,0.1642
mixed,128,96,0.75,4.0,1024,4096,128,512,416,255.104,259.583,257.663,0.5713
mixed,128,96,0.75,4.0,1024,4096,1024,4096,3328,354.302,379.967,358.174,0.1509
mixed,128,96,0.75,4.0,1024,8192,128,512,416,428.928,432.157,421.468,-2.3103
mixed,128,96,0.75,4.0,1024,8192,1024,4096,3328,516.929,543.486,520.895,0.1493
mixed,128,96,0.75,4.0,2048,0,128,512,416,149.793,155.361,153.183,0.6088
mixed,128,96,0.75,4.0,2048,0,1024,4096,3328,254.687,279.519,257.312,0.1057
mixed,128,96,0.75,4.0,2048,512,128,512,416,169.951,175.68,173.247,0.5753
mixed,128,96,0.75,4.0,2048,512,1024,4096,3328,275.775,301.344,278.591,0.1101
mixed,128,96,0.75,4.0,2048,4096,128,512,416,313.502,319.617,316.192,0.4399
mixed,128,96,0.75,4.0,2048,4096,1024,4096,3328,418.754,442.592,420.03,0.0535
mixed,128,96,0.75,4.0,2048,8192,128,512,416,496.449,502.239,491.712,-0.8181
mixed,128,96,0.75,4.0,2048,8192,1024,4096,3328,594.015,616.285,593.919,-0.0043
pure,128,115,0.8984,4.0,0,0,128,512,473,41.921,45.407,44.448,0.7249
pure,128,115,0.8984,4.0,0,0,1024,4096,3784,148.161,158.719,150.304,0.203
mixed,128,115,0.8984,4.0,16,0,128,512,473,61.568,65.824,65.279,0.8719
mixed,128,115,0.8984,4.0,16,0,1024,4096,3784,167.421,179.935,170.049,0.21
mixed,128,115,0.8984,4.0,16,512,128,512,473,80.288,84.578,82.751,0.5741
mixed,128,115,0.8984,4.0,16,512,1024,4096,3784,184.766,196.608,187.007,0.1892
mixed,128,115,0.8984,4.0,16,4096,128,512,473,203.967,207.742,207.363,0.8996
mixed,128,115,0.8984,4.0,16,4096,1024,4096,3784,310.432,321.602,311.744,0.1175
mixed,128,115,0.8984,4.0,16,8192,128,512,473,353.376,363.296,356.768,0.3419
mixed,128,115,0.8984,4.0,16,8192,1024,4096,3784,461.599,467.743,462.145,0.0889
mixed,128,115,0.8984,4.0,128,0,128,512,473,64.704,68.767,67.903,0.7873
mixed,128,115,0.8984,4.0,128,0,1024,4096,3784,172.606,182.783,173.214,0.0597
mixed,128,115,0.8984,4.0,128,512,128,512,473,81.985,85.856,84.767,0.7187
mixed,128,115,0.8984,4.0,128,512,1024,4096,3784,191.58,200.926,191.936,0.0381
mixed,128,115,0.8984,4.0,128,4096,128,512,473,206.655,210.624,208.992,0.5888
mixed,128,115,0.8984,4.0,128,4096,1024,4096,3784,314.463,324.929,315.039,0.055
mixed,128,115,0.8984,4.0,128,8192,128,512,473,356.0,358.431,361.056,2.0798
mixed,128,115,0.8984,4.0,128,8192,1024,4096,3784,455.359,471.775,466.208,0.6609
mixed,128,115,0.8984,4.0,1024,0,128,512,473,104.865,108.097,107.52,0.8215
mixed,128,115,0.8984,4.0,1024,0,1024,4096,3784,217.535,227.262,217.918,0.0394
mixed,128,115,0.8984,4.0,1024,512,128,512,473,123.87,126.848,126.399,0.8492
mixed,128,115,0.8984,4.0,1024,512,1024,4096,3784,236.513,245.28,238.913,0.2738
mixed,128,115,0.8984,4.0,1024,4096,128,512,473,251.872,254.015,253.408,0.7168
mixed,128,115,0.8984,4.0,1024,4096,1024,4096,3784,361.568,373.918,365.085,0.2848
mixed,128,115,0.8984,4.0,1024,8192,128,512,473,410.493,422.24,411.23,0.0627
mixed,128,115,0.8984,4.0,1024,8192,1024,4096,3784,523.518,533.216,526.367,0.2938
mixed,128,115,0.8984,4.0,2048,0,128,512,473,151.359,155.232,154.047,0.694
mixed,128,115,0.8984,4.0,2048,0,1024,4096,3784,267.648,278.686,269.375,0.1565
mixed,128,115,0.8984,4.0,2048,512,128,512,473,171.742,175.327,174.336,0.7236
