prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
64,64,32,16384,94.165
64,64,64,16,17.2163
64,64,64,64,17.2807
64,64,64,256,19.8933
64,64,64,1024,29.2263
64,64,64,4096,59.4563
64,64,64,16384,170.143
64,64,128,16,20.6183
64,64,128,64,20.3197
64,64,128,256,25.28
64,64,128,1024,43.2323
64,64,128,4096,99.4773
64,64,128,16384,318.367
64,256,0,0,12.96
64,256,1,16,18.3467
64,256,1,64,18.4427
64,256,1,256,19.573
64,256,1,1024,20.48
64,256,1,4096,21.0987
64,256,1,16384,27.05
64,256,2,16,18.6557
64,256,2,64,18.538
64,256,2,256,19.6477
64,256,2,1024,21.0127
64,256,2,4096,21.4823
64,256,2,16384,29.4187
64,256,4,16,18.8587
64,256,4,64,18.9217
64,256,4,256,20.181
64,256,4,1024,21.1413
64,256,4,4096,22.2613
64,256,4,16384,32.8963
64,256,8,16,19.0507
64,256,8,64,18.987
64,256,8,256,20.2137
64,256,8,1024,21.1417
64,256,8,4096,27.0293
64,256,8,16384,42.3467
64,256,16,16,19.0187
64,256,16,64,18.9643
64,256,16,256,20.2023
64,256,16,1024,22.069
64,256,16,4096,30.3677
64,256,16,16384,59.4877
64,256,32,16,19.1253
64,256,32,64,19.339
64,256,32,256,20.853
64,256,32,1024,25.9203
64,256,32,4096,41.5253
64,256,32,16384,97.2693
64,256,64,16,20.256
64,256,64,64,20.2667
64,256,64,256,22.827
64,256,64,1024,32.1817
64,256,64,4096,62.2397
64,256,64,16384,171.648
64,256,128,16,23.6377
64,256,128,64,23.157
64,256,128,256,28.523
64,256,128,1024,45.75
64,256,128,4096,102.848
64,256,128,16384,325.002
64,1024,0,0,21.8557
64,1024,1,16,28.2347
64,1024,1,64,28.3737
64,1024,1,256,28.0423
64,1024,1,1024,29.2157
64,1024,1,4096,29.877
64,1024,1,16384,36.0103
64,1024,2,16,28.7463
64,1024,2,64,28.8107
64,1024,2,256,28.5227
64,1024,2,1024,29.824
64,1024,2,4096,30.539
64,1024,2,16384,38.1337
64,1024,4,16,28.9807
64,1024,4,64,29.0443
64,1024,4,256,28.7893
64,1024,4,1024,30.0907
64,1024,4,4096,31.1037
64,1024,4,16384,42.048
64,1024,8,16,28.8213
64,1024,8,64,28.9063
64,1024,8,256,28.672
64,1024,8,1024,30.144
64,1024,8,4096,35.8613
64,1024,8,16384,50.7307
64,1024,16,16,29.3863
64,1024,16,64,29.269
64,1024,16,256,29.1413
